student_id,gender,age,parental_education,hours_studied,attendance,sleep_hours,previous_scores,internet_usage,tutoring_sessions,extracurricular,exam_score
S1323,male,20,post_graduate,2.5,78.0,6.1,54.9,4.3,6.0,no,66.4
S1324,female,20,graduate,6.6,76.5,6.9,46.2,5.3,1.0,yes,70.5
S1325,female,22,none,6.8,72.2,,41.5,4.5,2.0,yes,65.7
S1326,female,22,graduate,1.0,50.2,6.1,29.0,7.5,2.0,yes,52.4
S1327,male,17,graduate,2.6,56.5,7.0,32.9,5.3,2.0,no,56.2
S1328,male,18,graduate,3.8,70.3,6.8,63.6,5.0,1.0,no,75.9
S1329,female,22,post_graduate,1.0,61.7,4.8,39.1,4.5,0.0,yes,49.9
S1330,male,19,post_graduate,7.8,62.0,6.4,70.1,2.7,3.0,no,87.8
S1331,female,17,graduate,10.2,81.0,9.0,92.1,2.6,3.0,yes,100.0
S1332,female,17,graduate,5.7,80.1,7.7,70.2,2.9,4.0,yes,90.0
S1333,male,16,post_graduate,6.9,69.9,8.3,46.1,4.9,1.0,no,78.2
S1334,male,20,high_school,9.6,94.5,8.4,86.1,3.5,4.0,no,99.4
S1335,female,21,high_school,7.5,65.3,6.8,62.3,2.1,1.0,no,68.6
S1336,male,17,high_school,2.1,62.6,6.6,48.1,3.2,0.0,no,59.6
S1337,male,18,post_graduate,1.4,59.8,6.2,59.7,5.0,1.0,yes,64.8
S1338,male,22,graduate,4.0,60.6,5.0,48.3,3.5,4.0,no,65.2
S1339,male,19,none,,63.3,6.3,49.5,8.0,2.0,yes,57.3
S1340,female,18,post_graduate,8.1,77.9,7.6,57.8,4.4,2.0,no,85.0
S1341,female,17,graduate,6.5,63.2,6.1,48.1,3.7,3.0,no,66.8
S1342,male,17,post_graduate,4.6,73.5,6.8,55.8,3.4,2.0,yes,88.2
S1343,female,16,none,4.6,60.8,7.4,75.5,2.9,5.0,yes,81.4
S1344,male,18,graduate,,77.4,6.4,77.3,2.6,4.0,no,83.9
S1345,male,16,graduate,5.9,76.9,6.6,69.6,3.0,4.0,no,80.4
S1346,male,21,graduate,3.7,68.5,4.9,31.1,5.2,0.0,yes,55.6
S1347,female,18,graduate,1.0,50.0,4.6,20.0,6.7,0.0,no,49.3
S1348,female,20,post_graduate,9.7,61.7,,76.5,4.5,4.0,no,81.2
S1349,female,21,high_school,2.6,50.0,5.1,40.6,,0.0,yes,48.6
S1350,male,20,post_graduate,4.2,68.0,7.5,48.3,4.6,1.0,yes,68.7
S1351,female,18,high_school,1.3,63.2,5.2,40.7,3.8,0.0,no,51.9
S1352,female,16,high_school,1.0,55.0,5.7,32.8,6.8,,yes,42.0
S1353,male,20,none,7.0,76.8,6.4,53.0,5.2,4.0,yes,70.1
S1354,male,17,high_school,7.0,86.9,,68.1,4.7,3.0,yes,84.5
S1355,male,22,high_school,,59.9,7.3,24.7,5.6,2.0,no,50.5
S1356,male,19,post_graduate,1.0,51.2,5.9,21.0,8.0,0.0,no,37.2
S1357,female,16,graduate,3.8,51.5,6.5,53.4,4.7,1.0,yes,62.4
S1358,female,21,high_school,,66.7,6.5,68.4,4.3,2.0,no,73.0
S1359,male,22,graduate,2.0,50.0,4.8,28.9,5.0,0.0,no,43.7
S1360,male,21,none,4.0,69.6,8.1,60.8,4.1,6.0,yes,72.3
S1361,male,18,high_school,3.2,69.5,5.9,69.0,5.6,2.0,no,64.1
S1362,male,21,graduate,3.9,76.7,,77.8,2.6,4.0,no,83.2
S1363,female,19,graduate,2.6,71.7,,56.5,2.8,3.0,no,63.9
S1364,male,19,graduate,1.0,52.8,5.6,41.8,5.3,0.0,no,55.6
S1365,male,17,high_school,6.9,80.4,7.9,84.1,2.3,6.0,yes,100.0
S1366,female,21,graduate,7.5,56.4,7.0,37.6,5.0,1.0,no,72.5
S1367,male,16,graduate,4.1,80.6,7.9,51.4,3.5,4.0,no,78.0
S1368,male,19,post_graduate,2.9,58.2,5.7,54.4,7.2,0.0,no,47.3
S1369,male,16,high_school,4.5,61.7,5.2,58.1,3.0,0.0,no,71.4
S1370,male,17,graduate,3.0,73.9,5.7,45.4,6.6,1.0,yes,57.4
S1371,male,18,graduate,4.5,58.3,6.6,37.3,3.3,0.0,yes,59.6
S1372,female,19,post_graduate,7.5,78.1,7.4,80.2,0.5,5.0,yes,100.0
S1373,female,19,high_school,3.7,50.0,5.5,28.5,5.9,,no,54.5
S1374,female,19,graduate,3.7,53.3,4.2,34.1,5.6,,yes,58.6
S1375,female,21,high_school,6.2,88.2,7.6,69.0,0.9,2.0,no,89.1
S1376,male,16,graduate,2.9,73.8,8.0,41.6,2.2,6.0,yes,74.9
S1377,male,22,high_school,2.9,83.9,6.5,24.3,4.8,0.0,no,52.3
S1378,male,19,none,0.42807550080216983,62.4,7.5,82.8,3.9,4.0,yes,85.6
S1379,male,16,graduate,4.2,68.8,6.7,41.9,5.4,3.0,no,64.8
S1380,male,21,high_school,8.5,83.8,7.7,84.0,1.9,6.0,yes,100.0
S1381,male,20,high_school,9.9,72.1,7.6,65.1,3.8,4.0,no,87.9
S1382,female,20,high_school,5.6,60.2,6.6,37.0,4.6,1.0,no,63.9
S1383,male,16,none,10.7,84.3,7.3,74.8,0.5,7.0,yes,85.8
S1384,male,21,post_graduate,5.0,77.4,5.6,35.9,,2.0,yes,72.4
S1385,female,20,graduate,8.5,84.2,6.7,58.9,2.9,3.0,no,82.9
S1386,female,17,post_graduate,4.9,73.2,,63.2,3.4,3.0,no,79.8
S1387,male,17,high_school,7.0,93.8,6.9,66.6,3.5,3.0,yes,82.8
S1388,female,20,post_graduate,9.0,73.5,7.5,95.9,3.0,3.0,no,89.3
S1389,female,18,high_school,6.4,59.7,6.9,65.8,4.7,4.0,yes,81.0
S1390,male,16,graduate,3.3,50.0,6.8,51.8,4.6,3.0,yes,64.9
S1391,male,20,high_school,3.8,69.0,7.8,60.7,1.8,1.0,yes,77.1
S1392,female,16,graduate,2.1,64.5,6.2,60.0,5.3,1.0,no,57.7
S1393,female,22,graduate,9.9,91.0,6.5,83.0,2.2,,yes,100.0
S1394,female,22,high_school,5.2,72.6,6.3,56.7,1.0,2.0,yes,81.9
S1395,female,21,none,,55.1,6.4,51.2,3.4,2.0,yes,71.5
S1396,female,22,graduate,3.4,78.3,5.1,64.8,2.9,4.0,yes,76.4
S1397,female,22,high_school,2.4,58.4,6.9,41.2,5.8,0.0,no,56.2
S1398,male,20,none,4.8,66.1,6.1,35.7,4.2,0.0,yes,61.3
S1399,male,17,high_school,11.4,66.9,7.4,67.7,2.5,6.0,yes,92.4
S1400,female,21,graduate,2.8,65.9,7.3,51.5,4.5,0.0,no,67.0
S1401,female,22,post_graduate,3.1,50.0,5.5,46.4,5.1,0.0,yes,66.6
S1402,male,18,none,7.2,72.2,7.2,59.1,2.5,,yes,72.1
S1403,female,16,high_school,8.3,86.1,7.0,56.9,1.8,3.0,yes,80.6
S1404,male,18,post_graduate,,77.9,6.7,63.7,1.8,5.0,yes,86.7
S1405,female,22,graduate,8.1,73.1,6.4,76.2,3.3,5.0,no,80.6
S1406,female,17,high_school,1.0,62.5,7.5,61.7,5.6,3.0,yes,63.1
S1407,female,22,post_graduate,2.5,50.0,5.5,21.7,4.8,1.0,no,52.3
S1408,female,19,high_school,8.9,94.2,7.8,73.3,4.0,6.0,no,92.9
S1409,male,19,high_school,3.9,65.1,4.8,46.3,4.0,0.0,no,55.0
S1410,male,16,post_graduate,7.4,76.4,,64.8,6.1,1.0,yes,87.2
S1411,male,21,post_graduate,7.3,79.1,8.0,74.6,1.6,3.0,yes,95.0
S1412,male,17,high_school,5.8,71.4,6.9,54.3,0.9,3.0,yes,81.3
S1413,female,22,none,9.1,68.4,6.5,67.4,3.9,4.0,no,85.2
S1414,male,16,high_school,9.2,98.7,7.9,83.4,1.7,5.0,yes,100.0
S1415,male,21,none,2.6,57.9,8.0,33.1,4.8,3.0,yes,68.6
S1416,male,16,none,7.1,84.4,5.6,60.0,2.1,2.0,yes,76.8
S1417,female,16,high_school,6.4,67.5,7.2,73.2,,3.0,no,89.3
S1418,female,18,post_graduate,6.0,56.9,5.9,62.9,3.1,1.0,no,68.6
S1419,female,20,post_graduate,6.9,80.7,7.2,79.0,1.8,4.0,yes,98.1
S1420,female,17,graduate,5.5,65.6,6.6,60.1,4.4,4.0,yes,75.3
S1421,female,18,graduate,5.4,75.7,6.4,66.0,3.6,,yes,85.3
S1422,male,21,none,7.6,71.2,7.0,73.9,3.4,4.0,yes,82.4
S1423,male,20,high_school,4.7,73.8,5.4,52.4,4.2,0.0,no,65.1
S1424,male,16,none,3.5,60.9,6.9,43.6,4.6,0.0,no,52.2
S1425,male,19,graduate,1.0,58.1,4.5,48.0,3.9,1.0,no,56.6
S1426,female,22,none,1.7,55.6,5.9,25.7,5.9,2.0,yes,43.8
S1427,male,18,post_graduate,10.5,98.3,7.3,76.1,0.5,4.0,no,100.0
S1428,female,17,graduate,4.3,58.8,5.0,32.3,4.6,,no,52.7
S1429,female,17,high_school,5.1,61.6,6.6,31.9,4.2,2.0,no,54.0
S1430,male,20,high_school,6.0,53.0,5.1,71.1,5.0,0.0,no,70.9
S1431,male,18,graduate,6.5,67.6,6.7,68.2,3.3,1.0,yes,77.0
S1432,male,16,post_graduate,9.1,73.2,5.8,58.9,3.4,3.0,no,81.8
S1433,male,20,graduate,7.9,79.5,7.3,65.1,0.5,3.0,no,86.0
S1434,male,21,high_school,3.4,61.4,5.5,39.9,4.6,0.0,no,47.6
S1435,female,17,graduate,8.0,73.8,6.1,67.9,2.2,0.0,yes,81.7
S1436,male,21,high_school,7.0,67.9,6.9,45.0,2.2,1.0,no,76.8
S1437,female,18,post_graduate,5.2,67.1,5.8,52.4,,2.0,no,76.1
S1438,female,19,graduate,7.1,95.5,7.3,78.0,3.6,4.0,yes,95.6
S1439,male,21,graduate,4.3,77.6,5.5,70.6,3.9,2.0,yes,83.1
S1440,female,22,high_school,7.3,76.9,7.4,65.0,3.1,3.0,no,76.0
S1441,female,16,graduate,6.9,71.8,8.2,47.4,3.2,5.0,yes,81.9
S1442,female,22,high_school,7.0,76.7,9.0,70.1,,4.0,yes,93.0
S1443,female,17,none,5.7,65.0,6.7,48.0,3.1,2.0,no,66.2
S1444,female,22,high_school,4.1,52.7,6.5,36.3,6.1,1.0,no,53.0
S1445,male,18,post_graduate,7.0,80.0,5.3,75.3,1.9,1.0,no,77.9
S1446,male,19,graduate,1.7,61.7,7.4,27.8,5.5,1.0,yes,43.8
S1447,male,17,none,3.5,53.9,6.9,39.1,4.2,1.0,no,58.8
S1448,female,19,post_graduate,5.3,90.0,6.4,58.3,,1.0,yes,81.0
S1449,female,17,high_school,7.5,84.9,8.1,69.8,3.7,3.0,yes,92.5
S1450,male,20,high_school,4.4,59.0,6.3,62.7,2.0,0.0,yes,68.0
S1451,female,22,high_school,5.1,69.6,6.3,57.9,2.9,5.0,no,72.1
S1452,female,20,graduate,7.4,87.9,7.7,84.7,,3.0,yes,97.7
S1453,female,20,graduate,5.4,86.0,5.8,52.4,1.5,5.0,yes,88.1
S1454,female,18,high_school,10.7,87.2,8.6,96.3,0.5,,yes,100.0
S1455,female,20,graduate,2.0,83.5,5.9,71.3,6.3,4.0,yes,77.8
S1456,male,18,high_school,3.7,63.6,1.6728615316823927,21.3,6.8,0.0,no,41.0
S1457,male,16,graduate,8.5,72.5,6.1,74.1,5.4,3.0,no,81.0
S1458,female,20,high_school,5.4,71.6,7.3,61.2,4.5,4.0,yes,78.4
S1459,male,18,graduate,8.3,74.6,6.7,84.8,,5.0,yes,100.0
S1460,male,17,graduate,4.9,75.1,5.8,63.1,2.7,4.0,yes,82.0
S1461,female,18,graduate,7.2,68.3,5.9,56.7,4.9,,no,80.3
S1462,male,21,high_school,4.8,63.0,5.9,36.2,,0.0,yes,51.7
S1463,male,18,graduate,4.7,76.6,5.5,50.9,3.6,,yes,70.3
S1464,female,22,none,4.4,55.5,,44.8,3.2,,no,59.9
S1465,male,21,post_graduate,3.8,50.0,7.9,51.7,8.0,3.0,yes,70.5
S1466,female,17,none,4.5,75.7,6.1,51.3,3.1,5.0,yes,70.1
S1467,male,22,none,8.6,89.0,7.1,94.4,1.6,5.0,yes,100.0
S1468,male,18,graduate,6.2,75.9,6.4,42.3,3.7,1.0,yes,72.5
S1469,male,22,graduate,1.3,55.4,5.6,30.2,5.1,0.0,no,40.3
S1470,male,17,none,5.8,75.4,7.2,60.7,3.6,4.0,no,75.9
S1471,female,22,post_graduate,7.9,94.1,7.9,77.1,4.1,1.0,yes,91.1
S1472,female,21,post_graduate,3.4,67.0,6.0,61.6,4.6,1.0,yes,84.9
S1473,male,19,graduate,4.7,65.7,5.4,34.4,2.8,1.0,no,67.1
S1474,female,20,high_school,3.4,66.1,7.5,50.1,3.8,2.0,no,65.4
S1475,female,21,graduate,2.0,60.8,6.0,22.0,4.4,1.0,yes,51.8
S1476,male,16,high_school,4.7,89.6,8.2,65.0,,3.0,no,83.2
S1477,male,18,high_school,6.2,67.3,4.6,55.9,5.6,0.0,yes,71.3
S1478,female,22,post_graduate,2.9,74.0,6.9,77.2,3.6,3.0,no,63.8
S1479,female,17,post_graduate,4.5,57.3,7.6,42.9,3.5,0.0,no,68.5
S1480,female,20,post_graduate,6.0,74.4,6.0,58.9,3.1,2.0,no,77.6
S1481,female,22,high_school,6.4,92.9,6.7,71.7,3.2,2.0,yes,79.0
S1482,male,18,high_school,1.0,69.9,6.5,45.1,4.9,0.0,yes,59.1
S1483,female,20,high_school,8.8,87.9,6.9,66.8,1.5,3.0,no,98.1
S1484,female,19,high_school,3.9,66.3,6.1,51.8,3.9,1.0,no,65.9
S1485,female,18,high_school,4.0,53.2,6.3,43.4,3.0,4.0,no,69.6
S1486,male,22,high_school,6.6,85.3,6.5,81.9,2.9,4.0,yes,99.5
S1487,female,17,graduate,3.7,56.9,6.8,32.1,2.8,0.0,no,53.6
S1488,female,19,graduate,1.6,55.8,6.0,40.5,4.8,1.0,no,43.0
S1489,male,18,graduate,1.0,50.0,5.9,27.3,5.1,0.0,yes,49.6
S1490,male,20,post_graduate,5.8,79.6,7.8,76.6,3.9,5.0,yes,91.4
S1491,female,22,none,3.1,61.2,6.0,48.8,,2.0,yes,55.0
S1492,male,19,none,11.1,100.0,7.2,92.9,,,no,98.3
S1493,female,17,graduate,4.3,61.3,5.7,42.2,4.9,3.0,no,67.0
S1494,female,18,graduate,4.7,88.5,6.6,61.7,5.3,0.0,no,71.1
S1495,male,20,graduate,9.6,88.9,6.4,68.9,3.7,6.0,yes,90.5
S1496,male,22,none,12.9,79.9,7.1,73.0,1.5,3.0,no,85.3
S1497,male,20,high_school,11.4,89.6,7.1,98.4,1.0,6.0,no,100.0
S1498,female,21,graduate,7.9,76.9,8.8,80.4,1.8,7.0,yes,91.7
S1499,male,19,post_graduate,7.3,62.7,4.8,71.0,2.5,3.0,yes,83.4
S1500,female,22,post_graduate,5.9,88.7,6.7,80.5,2.8,3.0,yes,85.8
S1501,male,18,graduate,8.7,83.4,8.3,64.0,3.7,4.0,no,91.3
S1502,female,21,graduate,2.7,68.8,6.3,60.0,5.2,1.0,yes,59.0
S1503,female,20,post_graduate,3.0,63.1,6.7,44.5,5.7,4.0,yes,73.4
S1504,male,19,graduate,5.1,58.9,6.6,44.7,5.5,2.0,yes,65.4
S1505,male,16,graduate,3.8,64.4,5.9,70.9,6.4,1.0,no,64.2
S1506,female,22,post_graduate,1.8,72.2,4.5,58.1,4.7,1.0,yes,65.8
S1507,male,20,graduate,,68.6,7.0,64.2,4.5,2.0,yes,76.2
S1508,male,19,post_graduate,7.3,59.3,6.4,76.6,2.4,2.0,yes,87.5
S1509,male,16,high_school,6.0,69.1,5.9,52.3,5.3,2.0,yes,66.9
S1510,male,22,graduate,7.9,83.6,6.8,85.5,3.5,3.0,yes,90.4
S1511,male,19,post_graduate,4.0,59.7,7.3,20.0,6.6,0.0,no,55.6
S1512,male,20,none,3.2,73.9,8.3,41.9,4.3,5.0,no,61.1
S1513,male,16,graduate,5.8,67.9,6.3,54.0,4.1,0.0,no,62.2
S1514,female,22,high_school,1.0,53.4,5.2,24.5,4.6,0.0,no,41.9
S1515,male,19,post_graduate,5.4,78.7,5.5,55.8,4.1,,yes,78.7
S1516,female,18,graduate,5.4,56.6,6.8,39.7,6.0,3.0,no,65.1
S1517,male,16,high_school,7.6,89.2,8.7,96.2,1.8,4.0,yes,100.0
S1518,female,19,high_school,7.2,81.3,6.6,76.4,4.2,3.0,yes,86.3
S1519,female,18,graduate,4.4,50.0,4.1,37.6,6.2,1.0,no,56.0
S1520,male,16,graduate,,76.5,8.0,78.8,1.4,5.0,no,92.3
S1521,male,19,high_school,8.8,76.2,7.9,83.6,4.1,3.0,yes,80.9
S1522,male,20,post_graduate,2.7,70.5,5.5,83.6,0.5,1.0,no,68.9
S1523,male,16,graduate,3.0,73.8,6.5,61.1,2.8,1.0,no,78.8
S1524,female,16,graduate,5.0,55.5,6.4,62.3,,0.0,no,67.2
S1525,female,22,none,3.2,59.4,6.3,40.2,3.5,0.0,no,58.6
S1526,male,18,post_graduate,6.0,76.0,6.4,63.1,3.1,4.0,no,80.9
S1527,female,21,high_school,,97.8,,71.4,2.1,5.0,yes,97.8
S1528,male,22,graduate,12.0,85.5,6.9,82.6,2.6,7.0,yes,99.7
S1529,female,21,post_graduate,1.0,63.7,5.1,49.4,5.3,0.0,no,65.5
S1530,male,19,high_school,1.0,57.9,4.3,36.7,4.2,1.0,yes,50.1
S1531,female,20,graduate,7.6,81.7,7.6,65.2,2.4,3.0,yes,86.2
S1532,male,18,high_school,3.4,50.0,,40.8,6.6,1.0,yes,46.9
S1533,female,16,graduate,5.7,83.8,6.7,44.6,2.9,3.0,yes,88.2
S1534,male,21,graduate,2.8,70.2,6.1,46.8,2.3,0.0,no,61.3
S1535,male,18,post_graduate,7.0,64.1,5.8,56.2,5.7,0.0,no,73.4
S1536,female,18,post_graduate,3.4,74.1,4.8,26.4,7.6,0.0,no,56.3
S1537,female,22,graduate,7.3,66.7,6.4,54.7,5.3,2.0,no,70.2
S1538,female,18,graduate,2.4,61.8,4.5,57.2,4.9,0.0,no,60.3
S1539,female,16,graduate,2.0,50.0,,24.6,6.2,0.0,no,40.3
S1540,female,22,high_school,1.0,50.0,4.8,20.0,8.0,0.0,no,29.0
S1541,male,17,graduate,5.4,83.2,7.0,57.9,,4.0,no,85.9
S1542,female,18,post_graduate,11.6,100.0,7.4,75.8,3.2,4.0,yes,99.6
S1543,female,17,high_school,10.5,96.4,8.0,87.8,2.3,5.0,yes,100.0
S1544,female,21,high_school,,63.8,,42.5,5.6,1.0,no,57.4
S1545,female,20,high_school,5.6,61.1,7.0,60.1,4.9,0.0,no,70.0
S1546,male,22,high_school,6.6,61.3,7.1,60.8,5.0,4.0,no,66.9
S1547,male,21,none,3.5,76.3,,46.7,5.5,0.0,no,54.2
S1548,male,22,high_school,8.0,76.8,5.9,67.0,1.9,2.0,yes,81.8
S1549,male,20,high_school,5.2,73.7,7.5,60.2,4.8,3.0,yes,72.8
S1550,female,20,graduate,8.0,92.9,8.5,52.9,,5.0,yes,95.6
S1551,male,22,high_school,4.0,61.2,6.7,57.1,5.6,0.0,yes,70.2
S1552,male,21,graduate,2.1,71.2,7.9,52.7,4.1,2.0,no,72.4
S1553,female,19,post_graduate,3.3,59.8,4.8,47.4,6.5,0.0,no,54.8
S1554,female,16,post_graduate,6.7,66.8,5.2,40.3,6.4,0.0,no,64.7
S1555,female,17,graduate,1.7,67.2,7.1,47.3,4.8,0.0,yes,62.3
S1556,female,19,none,5.9,62.1,6.9,80.6,4.2,6.0,no,84.4
S1557,female,17,post_graduate,8.2,79.7,8.0,54.0,3.4,4.0,no,81.3
S1558,female,22,graduate,3.2,70.4,6.1,50.3,2.5,0.0,no,73.1
S1559,male,16,high_school,8.6,84.7,6.6,71.6,2.4,3.0,no,90.6
S1560,male,22,none,2.4,73.5,6.2,47.6,3.0,1.0,no,63.5
S1561,female,18,none,5.3,61.4,5.3,51.5,4.2,3.0,yes,73.5
S1562,male,22,high_school,2.0,62.3,5.2,35.8,,0.0,no,52.9
S1563,female,21,none,1.0,50.0,6.1,24.3,5.5,0.0,no,33.1
S1564,female,19,post_graduate,9.0,84.8,7.6,82.2,4.9,,yes,98.8
S1565,male,22,graduate,8.3,77.6,7.2,70.8,10.446054473586559,1.0,yes,76.2
S1566,male,16,graduate,4.4,72.7,5.0,51.8,4.3,2.0,yes,72.0
S1567,male,21,post_graduate,5.5,79.4,6.2,46.1,4.1,5.0,no,76.5
S1568,male,19,graduate,7.9,80.7,5.8,67.9,3.1,4.0,yes,87.6
S1569,male,22,post_graduate,1.4,56.6,6.7,53.1,6.6,0.0,yes,64.0
S1570,female,20,post_graduate,5.0,56.7,5.8,43.3,3.8,2.0,no,63.9
S1571,male,22,high_school,6.5,77.9,6.0,63.2,4.2,3.0,yes,78.2
S1572,male,19,post_graduate,3.8,53.2,5.9,30.6,5.2,2.0,yes,60.7
S1573,female,18,graduate,6.2,70.2,6.1,54.5,3.1,2.0,yes,67.6
S1574,male,18,none,1.9,53.4,7.0,20.0,5.7,0.0,yes,43.1
S1575,male,17,graduate,4.3,66.8,6.1,66.0,2.7,2.0,yes,63.9
S1576,male,19,graduate,5.3,54.0,5.4,46.0,4.4,0.0,yes,60.8
S1577,male,22,post_graduate,1.0,50.0,4.0,20.0,,0.0,no,44.3
S1578,male,20,high_school,7.0,83.2,7.1,80.0,3.2,3.0,no,88.3
S1579,female,22,graduate,1.9,51.9,5.7,33.2,6.3,3.0,no,48.0
S1580,male,18,none,1.4,62.0,5.0,39.5,4.1,2.0,yes,52.6
S1581,male,17,high_school,8.7,87.2,7.6,72.7,3.6,3.0,yes,84.6
S1582,female,22,none,9.9,89.7,7.6,58.1,3.2,,no,83.9
S1583,male,20,graduate,5.3,73.0,6.0,24.4,4.7,0.0,yes,76.3
S1584,female,20,post_graduate,3.3,73.7,7.6,58.6,4.5,0.0,yes,81.5
S1585,female,22,high_school,6.2,83.6,7.2,72.9,4.2,3.0,yes,85.0
S1586,female,20,graduate,4.8,71.1,6.2,49.7,4.5,4.0,no,72.2
S1587,male,16,high_school,4.4,66.6,5.8,61.7,3.1,,yes,67.4
S1588,male,18,none,2.7,50.0,7.0,55.3,3.3,1.0,no,54.0
S1589,male,16,graduate,4.8,71.2,6.4,22.0,4.6,1.0,no,60.6
S1590,male,16,none,4.6,83.2,6.7,64.3,2.7,,no,71.0
S1591,female,18,graduate,3.9,54.9,5.3,47.7,6.0,3.0,yes,68.4
S1592,female,19,none,1.0,50.0,5.5,20.0,6.1,0.0,no,43.1
S1593,female,21,none,9.5,68.3,6.1,74.1,6.3,4.0,yes,82.9
S1594,male,17,graduate,5.0,82.1,6.9,79.9,4.5,4.0,yes,87.6
S1595,female,22,graduate,1.0,55.4,6.5,20.6,6.9,0.0,no,32.7
S1596,male,21,none,4.2,50.0,5.5,35.3,6.3,1.0,yes,56.6
S1597,female,21,graduate,5.1,79.5,5.6,54.6,1.3,3.0,no,70.9
S1598,female,21,post_graduate,11.7,88.4,6.7,85.5,4.6,6.0,yes,99.2
S1599,female,21,graduate,5.6,71.1,7.3,61.0,3.3,3.0,yes,85.7
S1600,male,18,none,2.8,66.4,6.3,40.8,4.7,2.0,yes,64.1
S1601,female,21,graduate,3.3,66.7,6.3,30.3,2.0,,no,65.1
S1602,female,17,graduate,7.4,82.9,6.8,88.3,2.9,4.0,yes,93.4
S1603,male,22,none,6.5,61.8,6.6,47.2,3.4,2.0,no,63.3
S1604,female,19,post_graduate,3.0,69.8,5.4,39.2,5.1,0.0,no,51.9
S1605,female,18,post_graduate,5.0,68.5,6.5,56.3,3.9,,no,70.2
S1606,male,21,post_graduate,1.4,62.2,5.4,55.9,3.9,2.0,yes,56.2
S1607,male,20,post_graduate,4.1,61.1,5.8,28.8,2.9,3.0,no,66.8
S1608,male,22,graduate,10.7,83.2,6.8,83.7,,7.0,yes,100.0
S1609,male,18,graduate,3.8,80.4,6.4,45.6,2.1,1.0,no,71.3
S1610,female,19,graduate,3.7,67.8,6.3,56.2,3.4,1.0,no,62.4
S1611,female,21,post_graduate,4.3,72.4,6.5,51.9,5.1,2.0,no,64.0
S1612,male,16,graduate,1.3,68.5,4.0,37.9,,1.0,no,46.5
S1613,female,18,high_school,6.9,87.1,6.3,63.3,3.5,4.0,yes,85.0
S1614,female,22,high_school,5.4,70.0,6.1,35.1,,4.0,no,66.9
S1615,male,22,post_graduate,5.6,64.1,7.6,47.8,3.8,1.0,yes,72.9
S1616,female,20,none,14.0,81.5,7.2,100.0,0.5,5.0,no,100.0
S1617,female,22,graduate,4.3,71.6,6.8,69.6,3.2,3.0,no,79.5
S1618,female,18,post_graduate,2.7,59.9,7.3,32.0,6.0,1.0,no,66.0
S1619,male,16,graduate,5.7,68.9,5.2,58.9,4.8,2.0,no,76.9
S1620,female,18,post_graduate,9.2,80.3,7.4,65.7,3.7,4.0,yes,100.0
S1621,female,20,graduate,3.2,68.6,5.9,60.3,3.5,2.0,no,62.8
S1622,female,19,none,1.9,50.0,5.4,28.3,7.3,0.0,yes,44.9
S1623,male,20,post_graduate,4.3,71.7,6.3,70.6,2.7,3.0,no,77.3
S1624,male,19,high_school,3.4,67.1,5.6,53.9,3.6,1.0,no,54.0
S1625,female,20,high_school,12.5,100.0,9.0,70.8,4.4,5.0,yes,100.0
S1626,female,17,high_school,6.3,80.0,7.7,64.4,0.5,3.0,yes,85.4
S1627,male,18,high_school,,68.1,7.2,50.1,3.7,3.0,yes,62.3
S1628,male,22,high_school,9.3,90.4,7.5,98.2,1.7,,no,97.3
S1629,male,18,high_school,2.9,64.2,5.2,47.4,6.9,5.0,yes,59.0
S1630,male,16,graduate,6.2,81.5,7.2,88.2,5.1,4.0,yes,87.9
S1631,female,17,post_graduate,7.1,68.9,7.6,82.3,5.2,2.0,no,83.8
S1632,male,16,high_school,1.9,68.5,5.4,41.3,4.6,5.0,yes,70.9
S1633,male,18,high_school,3.0,64.8,7.0,42.4,7.7,2.0,no,52.8
S1634,male,16,graduate,8.7,82.7,7.6,63.5,3.2,5.0,no,97.0
S1635,male,19,graduate,4.8,60.4,,49.3,5.6,2.0,yes,74.4
S1636,female,17,post_graduate,4.4,71.6,6.0,34.9,4.7,2.0,no,66.6
S1637,female,22,none,2.1,77.1,5.1,39.9,5.1,1.0,yes,58.8
S1638,female,20,post_graduate,6.6,66.2,6.4,76.3,3.2,1.0,yes,84.0
S1639,female,19,graduate,10.0,87.9,8.7,79.8,1.3,6.0,yes,100.0
S1640,male,21,graduate,3.0,61.2,4.5,36.6,6.0,0.0,no,53.8
S1641,female,20,none,4.3,76.5,4.9,38.4,4.4,2.0,no,50.8
S1642,female,16,high_school,8.3,79.6,7.3,79.9,2.3,3.0,no,89.8
S1643,male,18,high_school,3.3,50.0,6.1,56.5,5.9,2.0,no,62.9
S1644,female,19,high_school,6.1,85.4,6.7,62.4,0.5,3.0,yes,84.1
S1645,female,17,graduate,1.1,65.5,6.7,36.9,5.9,1.0,yes,54.9
S1646,female,20,post_graduate,4.4,60.3,6.3,58.5,4.3,3.0,yes,71.8
S1647,male,21,graduate,4.9,63.3,4.9,57.2,5.6,1.0,no,57.6
S1648,male,19,graduate,7.8,92.4,8.6,69.5,2.7,3.0,no,82.9
S1649,male,22,graduate,9.1,93.5,6.3,76.0,2.8,5.0,yes,88.8
S1650,female,22,high_school,10.8,100.0,6.9,96.0,2.1,,yes,100.0
S1651,male,18,post_graduate,7.1,74.4,7.7,74.9,5.1,1.0,yes,73.1
S1652,male,17,graduate,6.6,73.9,6.4,66.7,3.2,0.0,yes,75.8
S1653,female,17,high_school,6.2,70.9,6.5,59.8,4.1,1.0,no,67.6
